time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-03-12T09:05:32.650Z,38.273,144.301,35,4.7,mb,91,134.9,,0.81,us,usp000hwd6,2014-11-07T01:44:01.873Z,"off the east coast of Honshu, Japan",earthquake,,,,46,reviewed,us,us
2011-03-12T09:02:51.470Z,39.644,142.677,35,4.5,mb,41,155.3,,1.05,us,usp000hwd5,2014-11-07T01:44:01.869Z,"near the east coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2011-03-12T08:59:59.970Z,37.322,143.571,24.1,5.2,mb,217,50.4,,0.78,us,usp000hwd4,2014-11-07T01:44:01.852Z,"off the east coast of Honshu, Japan",earthquake,,9.1,,68,reviewed,us,us
2011-03-12T08:58:24.430Z,37.099,143.475,37.1,4.6,mb,52,119.8,,0.91,us,usp000hwd3,2014-11-07T01:44:01.847Z,"off the east coast of Honshu, Japan",earthquake,,7.3,,16,reviewed,us,us
2011-03-12T08:55:43.340Z,36.141,141.922,16.5,4.7,mb,31,111.2,,0.67,us,usp000hwd2,2014-11-07T01:44:01.844Z,"near the east coast of Honshu, Japan",earthquake,,8.9,,8,reviewed,us,us
2011-03-12T08:52:47.840Z,37.178,143.624,23.3,5,mb,235,103.1,,0.78,us,usp000hwd1,2014-11-07T01:44:01.824Z,"off the east coast of Honshu, Japan",earthquake,,8.6,,162,reviewed,us,us
2011-03-12T08:47:51.950Z,36.659,141.008,35,4.6,mb,16,198.3,,1.44,us,usp000hwd0,2014-11-07T01:44:01.822Z,"near the east coast of Honshu, Japan",earthquake,,,,10,reviewed,us,us
2011-03-12T08:47:30.710Z,36.345,141.818,20.3,4.7,mb,58,93.6,,0.96,us,usp000hwcz,2014-11-07T01:44:01.816Z,"near the east coast of Honshu, Japan",earthquake,,3.4,,34,reviewed,us,us
2011-03-12T08:44:55.420Z,39.327,142.718,53.5,4.9,mb,45,143.3,,1.08,us,usp000hwcx,2014-11-07T01:44:01.808Z,"near the east coast of Honshu, Japan",earthquake,,9.9,,18,reviewed,us,us
2011-03-12T08:43:30.520Z,39.979,142.898,43.6,4.7,mb,39,104.3,,1.08,us,usp000hwcw,2014-11-07T01:44:01.805Z,"near the east coast of Honshu, Japan",earthquake,,8.9,,11,reviewed,us,us
2011-03-12T08:42:10.690Z,35.614,141.592,21.6,4.9,mb,35,114.7,,1.17,us,usp000hwcv,2014-11-07T01:44:01.801Z,"near the east coast of Honshu, Japan",earthquake,,20.4,,17,reviewed,us,us
2011-03-12T08:38:05.410Z,38.443,141.682,44.8,4.8,mb,87,177.4,,0.92,us,usp000hwct,2014-11-07T01:44:01.763Z,"near the east coast of Honshu, Japan",earthquake,,6.3,,65,reviewed,us,us
2011-03-12T08:30:23.650Z,38.197,142.703,47.8,4.9,mb,201,69.3,,0.79,us,usp000hwcs,2014-11-07T01:44:01.750Z,"near the east coast of Honshu, Japan",earthquake,,4.7,,130,reviewed,us,us
2011-03-12T08:23:59.880Z,37.641,142.372,50.2,4.6,mb,15,96.6,,0.71,us,usp000hwcr,2014-11-07T01:44:01.748Z,"off the east coast of Honshu, Japan",earthquake,,10.8,,4,reviewed,us,us
2011-03-12T08:22:03.820Z,36.231,141.725,11.7,4.6,mb,89,116.4,,1.13,us,usp000hwcq,2014-11-07T01:44:01.742Z,"near the east coast of Honshu, Japan",earthquake,,18.9,,41,reviewed,us,us
2011-03-12T08:19:29.960Z,37.864,143.128,26.9,4.6,mb,30,128,,1.34,us,usp000hwcp,2014-11-07T01:44:01.739Z,"off the east coast of Honshu, Japan",earthquake,,22.3,,5,reviewed,us,us
2011-03-12T08:16:19.010Z,37.827,142.946,47.1,4.7,mb,37,140.3,,0.91,us,usp000hwcn,2014-11-07T01:44:01.736Z,"off the east coast of Honshu, Japan",earthquake,,8.7,,12,reviewed,us,us
2011-03-12T08:13:42.780Z,39.288,142.943,40.5,4.8,mb,148,56.9,,0.9,us,usp000hwcm,2014-11-07T01:44:01.725Z,"near the east coast of Honshu, Japan",earthquake,,10.8,,93,reviewed,us,us
2011-03-12T08:12:31.370Z,35.286,141.353,35,4.2,mb,14,123.6,,0.97,us,usp000hwck,2014-11-07T01:44:01.723Z,"near the east coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2011-03-12T08:11:21.200Z,37.027,142.394,36.9,4.5,mb,13,158.6,,0.66,us,usp000hwcj,2014-11-07T01:44:01.722Z,"off the east coast of Honshu, Japan",earthquake,,9.9,,3,reviewed,us,us
2011-03-12T08:10:05.640Z,37.215,141.7,35,4.2,mb,9,118.5,,0.79,us,usp000hwch,2014-11-07T01:44:01.720Z,"near the east coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2011-03-12T08:07:28.750Z,36.235,142.193,35,4.4,mb,31,117.2,,1.26,us,usp000hwcg,2014-11-07T01:44:01.692Z,"off the east coast of Honshu, Japan",earthquake,,,,8,reviewed,us,us
2011-03-12T08:04:20.400Z,37.26,143.808,50.2,4.4,mb,12,158.1,,1.08,us,usp000hwcf,2014-11-07T01:44:01.691Z,"off the east coast of Honshu, Japan",earthquake,,19.7,,2,reviewed,us,us
2011-03-12T08:03:54.540Z,37.798,143.118,35,4.4,mb,13,156.8,,1.21,us,usp000hwce,2014-11-07T01:44:01.689Z,"off the east coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2011-03-12T08:02:57.510Z,37.598,144.541,35,4.1,mb,15,157,,1.07,us,usp000hwcd,2014-11-07T01:44:01.687Z,"off the east coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2011-03-12T07:58:01.060Z,39.031,142.629,35,4.1,mb,11,177.5,,0.53,us,usp000hwcc,2014-11-07T01:44:01.686Z,"near the east coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2011-03-12T07:56:42.540Z,37.935,143.556,31.4,4.9,mb,58,126.8,,0.87,us,usp000hwcb,2014-11-07T01:44:01.681Z,"off the east coast of Honshu, Japan",earthquake,,5,,32,reviewed,us,us
2011-03-12T07:54:09.390Z,35.905,141.45,37.3,5.1,mb,243,65.1,,0.73,us,usp000hwca,2014-11-07T01:44:01.663Z,"near the east coast of Honshu, Japan",earthquake,,5,,178,reviewed,us,us
2011-03-12T07:53:46.900Z,37.706,141.807,35,4.4,mb,13,167.2,,0.98,us,usp000hwc9,2014-11-07T01:44:01.661Z,"near the east coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2011-03-12T07:51:12.500Z,39.238,143.789,42.3,4.7,mb,29,135.4,,1.39,us,usp000hwc8,2014-11-07T01:44:01.659Z,"off the east coast of Honshu, Japan",earthquake,,13.5,,8,reviewed,us,us
2011-03-12T07:46:38.110Z,37.791,143.75,7.4,4.7,mb,77,104.1,,0.85,us,usp000hwc7,2014-11-07T01:44:01.653Z,"off the east coast of Honshu, Japan",earthquake,,14.3,,36,reviewed,us,us
2011-03-12T07:42:03.850Z,38.731,144.31,14.4,4.8,mb,58,107.9,,0.84,us,usp000hwc6,2014-11-07T01:44:01.647Z,"off the east coast of Honshu, Japan",earthquake,,16,,22,reviewed,us,us
2011-03-12T07:38:04.890Z,38.696,144.348,27.1,4.9,mb,144,119.3,,0.76,us,usp000hwc5,2014-11-07T01:44:01.611Z,"off the east coast of Honshu, Japan",earthquake,,10.6,,99,reviewed,us,us
2011-03-12T07:36:58.940Z,36.888,141.563,54.5,5.1,mb,92,59.7,,0.79,us,usp000hwc4,2014-11-07T01:44:01.603Z,"near the east coast of Honshu, Japan",earthquake,,5.4,,52,reviewed,us,us
2011-03-12T07:35:39.260Z,37.38,142.575,38.8,5,mb,106,74.6,,0.66,us,usp000hwc3,2014-11-07T01:44:01.596Z,"off the east coast of Honshu, Japan",earthquake,,4.9,,67,reviewed,us,us
2011-03-12T07:32:06.240Z,38.675,144.461,38.9,4.7,mb,40,121.6,,0.84,us,usp000hwc2,2014-11-07T01:44:01.592Z,"off the east coast of Honshu, Japan",earthquake,,9.7,,20,reviewed,us,us
2011-03-12T07:30:19.370Z,35.878,141.311,46.9,4.6,mb,90,113.9,,0.83,us,usp000hwc1,2014-11-07T01:44:01.586Z,"near the east coast of Honshu, Japan",earthquake,,6.1,,44,reviewed,us,us
2011-03-12T07:29:43.670Z,39.619,143.814,42.6,4.5,mb,11,156.5,,0.55,us,usp000hwc0,2014-11-07T01:44:01.584Z,"off the east coast of Honshu, Japan",earthquake,,15.3,,2,reviewed,us,us
2011-03-12T07:27:46.510Z,37.21,144.225,50.9,4.5,mb,13,106.2,,0.48,us,usp000hwbz,2014-11-07T01:44:01.582Z,"off the east coast of Honshu, Japan",earthquake,,12.1,,4,reviewed,us,us
2011-03-12T07:24:57.030Z,37.178,143.488,30.8,4.9,mb,109,80.3,,0.71,us,usp000hwby,2014-11-07T01:44:01.574Z,"off the east coast of Honshu, Japan",earthquake,,10.6,,67,reviewed,us,us
2011-03-12T07:23:53.820Z,38.574,144.813,11.4,4.9,mb,58,87.2,,0.96,us,usp000hwbx,2014-11-07T01:44:01.569Z,"off the east coast of Honshu, Japan",earthquake,,21.4,,30,reviewed,us,us
2011-03-12T07:22:21.960Z,37.328,143.89,14.4,4.8,mb,19,120,,0.58,us,usp000hwbw,2014-11-07T01:44:01.567Z,"off the east coast of Honshu, Japan",earthquake,,27.9,,4,reviewed,us,us
2011-03-12T07:20:58.850Z,35.964,141.333,24,4.9,mb,123,114.2,,0.84,us,usp000hwbv,2014-11-07T01:44:01.558Z,"near the east coast of Honshu, Japan",earthquake,,12.4,,71,reviewed,us,us
2011-03-12T07:18:55.000Z,39.001,144.675,29.6,5.1,mb,198,55.3,,0.71,us,usp000hwbu,2014-11-07T01:44:01.544Z,"off the east coast of Honshu, Japan",earthquake,,8.9,,138,reviewed,us,us
2011-03-12T07:18:40.680Z,39.491,143.564,24.8,4.7,mb,55,125.7,,0.77,us,usp000hwbt,2014-11-07T01:44:01.539Z,"off the east coast of Honshu, Japan",earthquake,,14,,22,reviewed,us,us
2011-03-12T07:17:45.580Z,37.212,143.54,19.1,4.8,mb,25,97.7,,0.66,us,usp000hwbs,2014-11-07T01:44:01.536Z,"off the east coast of Honshu, Japan",earthquake,,28.2,,4,reviewed,us,us
2011-03-12T07:16:26.240Z,35.715,141.248,45.5,4.7,mb,21,135,,0.7,us,usp000hwbr,2014-11-07T01:44:01.534Z,"near the east coast of Honshu, Japan",earthquake,,11.1,,5,reviewed,us,us
2011-03-12T07:13:37.480Z,37.424,142.007,47.2,5,mb,255,63.4,,0.69,us,usp000hwbq,2014-11-07T01:44:01.517Z,"off the east coast of Honshu, Japan",earthquake,,3.9,,188,reviewed,us,us
2011-03-12T07:13:21.870Z,37.226,142.49,35,4.5,mb,15,156.6,,1.04,us,usp000hwbp,2014-11-07T01:44:01.515Z,"off the east coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2011-03-12T07:12:17.110Z,38.042,142.908,41.3,4.7,mb,26,127.1,,0.44,us,usp000hwbn,2014-11-07T01:44:01.512Z,"near the east coast of Honshu, Japan",earthquake,,7.4,,4,reviewed,us,us
2011-03-12T07:07:32.980Z,38.351,142.124,41.6,4.9,mb,223,54.5,,0.74,us,usp000hwbm,2015-03-24T02:32:11.138Z,"near the east coast of Honshu, Japan",earthquake,,4.6,,150,reviewed,us,us
2011-03-12T07:04:18.420Z,36.321,141.699,35,4.5,mb,26,127.4,,1.38,us,usp000hwbk,2014-11-07T01:44:01.494Z,"near the east coast of Honshu, Japan",earthquake,,,,10,reviewed,us,us
2011-03-12T07:02:19.270Z,36.789,143.523,24.9,4.7,mb,82,126.5,,0.82,us,usp000hwbh,2014-11-07T01:44:01.486Z,"off the east coast of Honshu, Japan",earthquake,,13.2,,42,reviewed,us,us
2011-03-12T06:59:54.540Z,36.486,142.365,32.8,4.6,mb,28,94.4,,0.99,us,usp000hwbg,2014-11-07T01:44:01.483Z,"off the east coast of Honshu, Japan",earthquake,,25.7,,8,reviewed,us,us
2011-03-12T06:57:24.670Z,37.696,143.928,15,4.7,mb,95,70.1,,0.8,us,usp000hwbf,2014-11-07T01:44:01.476Z,"off the east coast of Honshu, Japan",earthquake,,16.6,,57,reviewed,us,us
2011-03-12T06:55:40.140Z,37.147,144.245,41.7,4.6,mb,24,136.3,,0.73,us,usp000hwbe,2014-11-07T01:44:01.474Z,"off the east coast of Honshu, Japan",earthquake,,13.2,,3,reviewed,us,us
2011-03-12T06:53:49.180Z,37.739,144.608,21.3,4.5,mb,80,68.3,,1.01,us,usp000hwbd,2014-11-07T01:44:01.465Z,"off the east coast of Honshu, Japan",earthquake,,17.7,,37,reviewed,us,us
2011-03-12T06:49:12.480Z,38.655,142.539,31.9,4.8,mb,90,122,,1.01,us,usp000hwbc,2014-11-07T01:44:01.456Z,"near the east coast of Honshu, Japan",earthquake,,13,,49,reviewed,us,us
2011-03-12T06:44:03.050Z,36.607,140.769,54.9,4.7,mb,115,111.9,,0.82,us,usp000hwbb,2014-11-07T01:44:01.424Z,"near the east coast of Honshu, Japan",earthquake,,5.8,,61,reviewed,us,us
2011-03-12T06:40:51.530Z,37.786,144.976,15.7,4.9,mb,50,107.6,,0.71,us,usp000hwba,2014-11-07T01:44:01.420Z,"off the east coast of Honshu, Japan",earthquake,,17.4,,21,reviewed,us,us
2011-03-12T06:40:42.790Z,37.8,144.833,35.3,4.7,mb,63,98,,0.85,us,usp000hwb9,2014-11-07T01:44:01.415Z,"off the east coast of Honshu, Japan",earthquake,,10,,30,reviewed,us,us
2011-03-12T06:39:24.170Z,37.568,142.821,30.8,4.9,mb,170,50.1,,0.72,us,usp000hwb8,2014-11-07T01:44:01.388Z,"off the east coast of Honshu, Japan",earthquake,,9.1,,106,reviewed,us,us
2011-03-12T06:35:59.960Z,39.597,143.452,28.3,5,mb,209,78.1,,0.76,us,usp000hwb7,2014-11-07T01:44:01.373Z,"off the east coast of Honshu, Japan",earthquake,,8.3,,142,reviewed,us,us
2011-03-12T06:33:35.370Z,37.951,143.128,32,4.4,mb,48,98.9,,0.91,us,usp000hwb6,2014-11-07T01:44:01.369Z,"off the east coast of Honshu, Japan",earthquake,,14.6,,13,reviewed,us,us
2011-03-12T06:29:12.400Z,39.197,142.32,57.5,4.8,mb,198,54.7,,0.71,us,usp000hwb5,2014-11-07T01:44:01.356Z,"near the east coast of Honshu, Japan",earthquake,,4.9,,127,reviewed,us,us
2011-03-12T06:27:56.530Z,35.967,141.897,30,4.5,mb,45,125.2,,1.07,us,usp000hwb4,2014-11-07T01:44:01.351Z,"near the east coast of Honshu, Japan",earthquake,,15.6,,11,reviewed,us,us
2011-03-12T06:25:06.130Z,37.452,142.357,63.7,4.2,mb,20,135.2,,0.64,us,usp000hwb2,2014-11-07T01:44:01.345Z,"off the east coast of Honshu, Japan",earthquake,,12.7,,2,reviewed,us,us
2011-03-12T06:23:16.670Z,39.524,142.769,52,4.8,mb,82,121.4,,0.71,us,usp000hwb1,2014-11-07T01:44:01.337Z,"near the east coast of Honshu, Japan",earthquake,,5.8,,32,reviewed,us,us
2011-03-12T06:18:44.570Z,39.171,142.33,53.7,5.5,mwc,377,25.1,,0.7,us,usp000hwb0,2020-01-04T08:50:00.476Z,"near the east coast of Honshu, Japan",earthquake,,3.9,,,reviewed,us,gcmt
2011-03-12T06:10:45.030Z,38.494,143.796,20.1,5.4,mwc,295,37.8,,0.75,us,usp000hwaz,2014-11-07T01:44:01.166Z,"off the east coast of Honshu, Japan",earthquake,,9.1,,,reviewed,us,gcmt
2011-03-12T06:10:17.960Z,37.09,143.812,6.9,5.1,mb,110,105.7,,0.92,us,usp000hway,2014-11-07T01:44:01.158Z,"off the east coast of Honshu, Japan",earthquake,,14.3,,60,reviewed,us,us
2011-03-12T06:08:56.950Z,36.236,141.909,35,4.5,mb,16,156.4,,1.07,us,usp000hwax,2014-11-07T01:44:01.156Z,"near the east coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2011-03-12T06:06:45.140Z,37.207,143.162,53.5,4.4,mb,37,120,,0.9,us,usp000hwaw,2014-11-07T01:44:01.153Z,"off the east coast of Honshu, Japan",earthquake,,10.8,,7,reviewed,us,us
2011-03-12T06:04:45.730Z,36.859,144.171,35,4.3,mb,17,136.4,,1,us,usp000hwav,2014-11-07T01:44:01.151Z,"off the east coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2011-03-12T06:02:48.830Z,37.36,142.425,59.1,4.6,mb,30,135.2,,1.13,us,usp000hwau,2014-11-07T01:44:01.148Z,"off the east coast of Honshu, Japan",earthquake,,13,,10,reviewed,us,us
2011-03-12T06:00:25.280Z,36.367,141.73,30.7,5.1,mb,291,41.6,,0.66,us,usp000hwat,2014-11-07T01:44:01.129Z,"near the east coast of Honshu, Japan",earthquake,,7.9,,210,reviewed,us,us
2011-03-12T05:58:55.960Z,37.734,143.907,16.6,5.1,mb,270,52.5,,0.71,us,usp000hwas,2014-11-07T01:44:01.110Z,"off the east coast of Honshu, Japan",earthquake,,9.3,,205,reviewed,us,us
2011-03-12T05:56:21.280Z,39.55,144.559,35,4.4,mb,12,162.6,,0.69,us,usp000hwar,2014-11-07T01:44:01.109Z,"off the east coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2011-03-12T05:55:12.440Z,37.062,138.473,3.8,4.5,mb,28,83.7,,1.12,us,usp000hwaq,2014-11-07T01:44:01.106Z,"near the west coast of Honshu, Japan",earthquake,,11.7,,4,reviewed,us,us
2011-03-12T05:53:27.260Z,36.673,141.641,35,4.6,mb,11,214.7,,0.81,us,usp000hwan,2014-11-07T01:44:01.100Z,"near the east coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2011-03-12T05:47:02.990Z,37.532,144.585,49.1,4.4,mb,16,157.1,,1.77,us,usp000hwam,2014-11-07T01:44:01.099Z,"off the east coast of Honshu, Japan",earthquake,,23.2,,6,reviewed,us,us
2011-03-12T05:45:23.430Z,37.483,140.698,35,4.3,mb,7,167.7,,1.43,us,usp000hwak,2014-11-07T01:44:01.097Z,"eastern Honshu, Japan",earthquake,,,,7,reviewed,us,us
2011-03-12T05:42:45.300Z,37.933,144.33,22.2,4.3,mb,16,134.8,,0.5,us,usp000hwaj,2014-11-07T01:44:01.095Z,"off the east coast of Honshu, Japan",earthquake,,29.7,,4,reviewed,us,us
2011-03-12T05:41:10.290Z,37.16,143.002,35,4.5,mb,16,105.7,,0.91,us,usp000hwah,2014-11-07T01:44:01.094Z,"off the east coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2011-03-12T05:40:05.140Z,36.159,141.783,13.4,4.8,mb,34,116.6,,0.63,us,usp000hwag,2014-11-07T01:44:01.091Z,"near the east coast of Honshu, Japan",earthquake,,25,,14,reviewed,us,us
2011-03-12T05:33:13.590Z,38.227,142.521,35,4.7,mb,39,115.9,,1.41,us,usp000hwaf,2014-11-07T01:44:01.087Z,"near the east coast of Honshu, Japan",earthquake,,15.3,,10,reviewed,us,us
2011-03-12T05:31:43.210Z,38.383,142.303,35,4.5,mb,18,97.9,,0.69,us,usp000hwae,2014-11-07T01:44:01.085Z,"near the east coast of Honshu, Japan",earthquake,,,,9,reviewed,us,us
2011-03-12T05:30:52.530Z,38.091,143.935,20.6,4.8,mb,46,116.7,,0.81,us,usp000hwad,2014-11-07T01:44:01.081Z,"off the east coast of Honshu, Japan",earthquake,,16.9,,15,reviewed,us,us
2011-03-12T05:29:39.290Z,37.806,142.414,35,4.1,mb,11,178.4,,0.64,us,usp000hwac,2014-11-07T01:44:01.080Z,"off the east coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2011-03-12T05:29:06.810Z,36.732,143.327,14.4,4.6,mb,45,73.3,,0.82,us,usp000hwab,2014-11-07T01:44:01.076Z,"off the east coast of Honshu, Japan",earthquake,,20.8,,22,reviewed,us,us
2011-03-12T05:28:37.810Z,38.933,144.25,55,4.2,mb,12,135.7,,1.03,us,usp000hwaa,2014-11-07T01:44:01.075Z,"off the east coast of Honshu, Japan",earthquake,,27.6,,2,reviewed,us,us
2011-03-12T05:27:09.430Z,38.833,142.679,23.5,4.5,mb,32,120.7,,0.68,us,usp000hwa9,2014-11-07T01:44:01.070Z,"near the east coast of Honshu, Japan",earthquake,,20.1,,9,reviewed,us,us
2011-03-12T05:24:31.770Z,35.155,141.135,21.3,4.5,mb,36,120.7,,1.06,us,usp000hwa8,2014-11-07T01:44:01.067Z,"near the east coast of Honshu, Japan",earthquake,,16.3,,8,reviewed,us,us
2011-03-12T05:21:38.850Z,37.07,142.484,35.9,4.7,mb,32,118.3,,0.53,us,usp000hwa7,2014-11-07T01:44:01.064Z,"off the east coast of Honshu, Japan",earthquake,,9.1,,10,reviewed,us,us
2011-03-12T05:14:53.620Z,36.817,140.348,49.8,4.9,mb,194,117.9,,0.66,us,usp000hwa6,2014-11-07T01:44:01.051Z,"near the east coast of Honshu, Japan",earthquake,,4.5,,124,reviewed,us,us
2011-03-12T05:14:43.250Z,37.627,144.091,10,4.6,mb,21,164.5,,0.63,us,usp000hwa5,2014-11-07T01:44:01.049Z,"off the east coast of Honshu, Japan",earthquake,,,,7,reviewed,us,us
2011-03-12T05:05:17.020Z,37.134,144.467,13.5,4.6,mb,30,103,,0.78,us,usp000hwa4,2014-11-07T01:44:01.046Z,"off the east coast of Honshu, Japan",earthquake,,25.6,,9,reviewed,us,us
2011-03-12T05:03:25.800Z,35.996,141.256,54.9,4.7,mb,63,99.3,,0.96,us,usp000hwa3,2014-11-07T01:44:01.041Z,"near the east coast of Honshu, Japan",earthquake,,9.1,,34,reviewed,us,us
2011-03-12T05:01:30.610Z,38.029,142.456,22.9,4.8,mb,53,121.6,,0.89,us,usp000hwa2,2014-11-07T01:44:01.036Z,"near the east coast of Honshu, Japan",earthquake,,15.4,,26,reviewed,us,us
2011-03-12T04:52:57.130Z,40.082,143.202,25.5,5.7,mwc,308,69.7,,0.92,us,usp000hwa0,2020-03-27T22:51:02.870Z,"off the east coast of Honshu, Japan",earthquake,,9.5,,,reviewed,us,gcmt
2011-03-12T04:47:18.840Z,35.905,141.34,31.1,5.1,mb,240,71.9,,0.65,us,usp000hw9z,2014-11-07T01:44:00.979Z,"near the east coast of Honshu, Japan",earthquake,,2.7,,159,reviewed,us,us
2011-03-12T04:46:47.940Z,36.993,141.86,20,4.3,mb,19,128.2,,0.9,us,usp000hw9y,2014-11-07T01:44:00.977Z,"near the east coast of Honshu, Japan",earthquake,,22.5,,7,reviewed,us,us
2011-03-12T04:43:00.730Z,35.878,141.379,11.4,4.9,mb,172,85.1,,0.8,us,usp000hw9x,2014-11-07T01:44:00.965Z,"near the east coast of Honshu, Japan",earthquake,,12.7,,77,reviewed,us,us
2011-03-12T04:37:20.490Z,36.205,141.052,23.6,4.7,mb,96,110.1,,0.7,us,usp000hw9w,2014-11-07T01:44:00.958Z,"near the east coast of Honshu, Japan",earthquake,,12.5,,52,reviewed,us,us
2011-03-12T04:35:57.350Z,36.347,141.762,25.6,4.4,mb,23,116.8,,0.74,us,usp000hw9v,2014-11-07T01:44:00.956Z,"near the east coast of Honshu, Japan",earthquake,,17.3,,5,reviewed,us,us
2011-03-12T04:34:04.110Z,39.315,143.4,34.4,4.5,mb,50,109.4,,0.74,us,usp000hw9u,2014-11-07T01:44:00.952Z,"off the east coast of Honshu, Japan",earthquake,,13,,18,reviewed,us,us
2011-03-12T04:28:57.410Z,36.609,141.922,39,4.4,mb,32,117.8,,0.97,us,usp000hw9t,2014-11-07T01:44:00.949Z,"near the east coast of Honshu, Japan",earthquake,,12.5,,13,reviewed,us,us
2011-03-12T04:24:25.720Z,35.836,141.452,28.2,4.4,mb,49,90.6,,0.67,us,usp000hw9s,2014-11-07T01:44:00.945Z,"near the east coast of Honshu, Japan",earthquake,,12.3,,19,reviewed,us,us
2011-03-12T04:21:18.940Z,37.668,143.926,18.8,4.7,mb,39,98.5,,0.7,us,usp000hw9r,2014-11-07T01:44:00.942Z,"off the east coast of Honshu, Japan",earthquake,,24.9,,17,reviewed,us,us
2011-03-12T04:20:11.180Z,37.966,143.673,35,4.4,mb,36,132.6,,0.91,us,usp000hw9q,2014-11-07T01:44:00.939Z,"off the east coast of Honshu, Japan",earthquake,,,,11,reviewed,us,us
2011-03-12T04:09:32.250Z,36.562,144.31,27.9,4.8,mb,37,105.2,,0.96,us,usp000hw9k,2014-11-07T01:44:00.928Z,"off the east coast of Honshu, Japan",earthquake,,21.1,,15,reviewed,us,us
2011-03-12T04:06:10.220Z,38.865,141.779,38.2,5.2,mb,238,30.3,,0.79,us,usp000hw9j,2014-11-07T01:44:00.911Z,"near the east coast of Honshu, Japan",earthquake,,4.4,,159,reviewed,us,us
2011-03-12T04:04:06.100Z,36.483,142.419,27.7,4.6,mb,26,119.8,,0.68,us,usp000hw9g,2014-11-07T01:44:00.902Z,"off the east coast of Honshu, Japan",earthquake,,23.4,,7,reviewed,us,us
2011-03-12T04:01:48.040Z,36.399,142.38,17.8,4.5,mb,40,119.5,,0.49,us,usp000hw9f,2014-11-07T01:44:00.898Z,"off the east coast of Honshu, Japan",earthquake,,18.1,,15,reviewed,us,us
2011-03-12T03:59:04.570Z,38.136,144.813,19.4,4.6,mb,35,72.7,,0.78,us,usp000hw9e,2014-11-07T01:44:00.896Z,"off the east coast of Honshu, Japan",earthquake,,21.4,,16,reviewed,us,us
2011-03-12T03:57:40.580Z,38.141,142.671,35,4.5,mb,46,129.4,,0.97,us,usp000hw9d,2014-11-07T01:44:00.892Z,"near the east coast of Honshu, Japan",earthquake,,,,16,reviewed,us,us
2011-03-12T03:54:44.740Z,35.79,141.226,8.8,5,mb,203,85,,0.82,us,usp000hw9c,2014-11-07T01:44:00.877Z,"near the east coast of Honshu, Japan",earthquake,,12,,120,reviewed,us,us
2011-03-12T03:52:56.240Z,37.371,142.618,17.9,4.9,mb,64,118.7,,0.77,us,usp000hw9b,2014-11-07T01:44:00.872Z,"off the east coast of Honshu, Japan",earthquake,,14.1,,27,reviewed,us,us
2011-03-12T03:50:17.430Z,37.37,142.633,36.2,4.6,mb,37,127.2,,0.48,us,usp000hw9a,2014-11-07T01:44:00.869Z,"off the east coast of Honshu, Japan",earthquake,,7.6,,11,reviewed,us,us
2011-03-12T03:47:46.810Z,36.759,141.739,3.4,4.2,mb,29,117.3,,0.6,us,usp000hw99,2014-11-07T01:44:00.866Z,"near the east coast of Honshu, Japan",earthquake,,25.1,,9,reviewed,us,us
2011-03-12T03:46:24.100Z,38.544,143.176,35,4.4,mb,31,135.3,,1.15,us,usp000hw98,2014-11-07T01:44:00.864Z,"off the east coast of Honshu, Japan",earthquake,,,,13,reviewed,us,us
2011-03-12T03:41:15.550Z,39.903,143.65,17.4,4.6,mb,48,126.9,,0.66,us,usp000hw96,2014-11-07T01:44:00.858Z,"off the east coast of Honshu, Japan",earthquake,,17.6,,23,reviewed,us,us
2011-03-12T03:38:30.990Z,36.514,144.309,20.1,4.6,mb,28,202.5,,0.9,us,usp000hw95,2014-11-07T01:44:00.856Z,"off the east coast of Honshu, Japan",earthquake,,21,,10,reviewed,us,us
2011-03-12T03:37:45.560Z,37.341,142.794,27.1,4.7,mb,39,99.8,,0.85,us,usp000hw94,2014-11-07T01:44:00.852Z,"off the east coast of Honshu, Japan",earthquake,,17.3,,16,reviewed,us,us
2011-03-12T03:34:43.920Z,35.222,140.953,13.6,5.3,mb,280,57.6,,0.9,us,usp000hw93,2014-11-07T01:44:00.832Z,"near the east coast of Honshu, Japan",earthquake,,16,,209,reviewed,us,us
2011-03-12T03:29:27.810Z,37.887,144.623,24.9,5.3,mb,275,25.7,,0.84,us,usp000hw92,2014-11-07T01:44:00.813Z,"off the east coast of Honshu, Japan",earthquake,,10.1,,207,reviewed,us,us
