time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-03-11T22:51:19.850Z,37.834,144.827,39.3,5.7,mb,414,37.1,,0.99,us,usp000hw4x,2014-11-07T01:43:59.760Z,"off the east coast of Honshu, Japan",earthquake,,5.1,,294,reviewed,us,us
2011-03-11T22:50:11.660Z,36.813,143.944,35,4.1,mb,33,128.3,,0.88,us,usp000hw4w,2014-11-07T01:43:59.757Z,"off the east coast of Honshu, Japan",earthquake,,,,19,reviewed,us,us
2011-03-11T22:49:36.040Z,37.811,144.607,7.2,4.6,mb,41,127.9,,0.71,us,usp000hw4v,2014-11-07T01:43:59.754Z,"off the east coast of Honshu, Japan",earthquake,,22.7,,8,reviewed,us,us
2011-03-11T22:46:42.330Z,39.554,142.775,46.8,4.2,mb,48,131,,0.6,us,usp000hw4u,2014-11-07T01:43:59.750Z,"near the east coast of Honshu, Japan",earthquake,,7.7,,28,reviewed,us,us
2011-03-11T22:42:59.200Z,37.609,143.811,34.1,5.1,mb,235,51,,0.84,us,usp000hw4s,2014-11-07T01:43:59.727Z,"off the east coast of Honshu, Japan",earthquake,,9.5,,142,reviewed,us,us
2011-03-11T22:41:55.030Z,37.501,143.518,35,4.1,mb,15,144.1,,0.65,us,usp000hw4r,2014-11-07T01:43:59.725Z,"off the east coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2011-03-11T22:40:37.690Z,37.764,144.809,35,4.2,mb,41,136.4,,0.87,us,usp000hw4q,2014-11-07T01:43:59.721Z,"off the east coast of Honshu, Japan",earthquake,,,,18,reviewed,us,us
2011-03-11T22:40:19.170Z,38.247,144.599,35,4.1,mb,26,136.4,,0.78,us,usp000hw4p,2014-11-07T01:43:59.719Z,"off the east coast of Honshu, Japan",earthquake,,,,12,reviewed,us,us
2011-03-11T22:36:57.550Z,37.081,143.809,32.2,5,mb,119,90.9,,0.87,us,usp000hw4n,2014-11-07T01:43:59.710Z,"off the east coast of Honshu, Japan",earthquake,,12,,68,reviewed,us,us
2011-03-11T22:36:08.520Z,35.807,141.136,7.9,4.9,mb,49,83.6,,0.65,us,usp000hw4m,2014-11-07T01:43:59.706Z,"near the east coast of Honshu, Japan",earthquake,,15.7,,16,reviewed,us,us
2011-03-11T22:33:42.200Z,37.208,144.197,35,4.4,mb,31,136.3,,1.12,us,usp000hw4k,2014-11-07T01:43:59.703Z,"off the east coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2011-03-11T22:29:44.710Z,38.368,142.679,44.6,4.6,mb,86,129.7,,0.86,us,usp000hw4j,2014-11-07T01:43:59.697Z,"near the east coast of Honshu, Japan",earthquake,,5.3,,39,reviewed,us,us
2011-03-11T22:28:38.400Z,37.365,142.507,46.5,4.4,mb,26,135.3,,1.11,us,usp000hw4h,2014-11-07T01:43:59.694Z,"off the east coast of Honshu, Japan",earthquake,,16.6,,10,reviewed,us,us
2011-03-11T22:22:35.320Z,39.143,142.93,26.3,4.9,mb,74,103.9,,1.07,us,usp000hw4g,2014-11-07T01:43:59.689Z,"near the east coast of Honshu, Japan",earthquake,,16.3,,43,reviewed,us,us
2011-03-11T22:19:39.520Z,36.423,141.687,49,4.7,mb,41,119.4,,0.57,us,usp000hw4f,2014-11-07T01:43:59.685Z,"near the east coast of Honshu, Japan",earthquake,,21.6,,6,reviewed,us,us
2011-03-11T22:18:39.210Z,36.634,141.641,40.5,5,mb,45,119.7,,0.75,us,usp000hw4e,2014-11-07T01:43:59.682Z,"near the east coast of Honshu, Japan",earthquake,,8.5,,14,reviewed,us,us
2011-03-11T22:17:55.460Z,36.915,143.738,8.5,4.3,mb,26,119.5,,1.06,us,usp000hw4d,2014-11-07T01:43:59.679Z,"off the east coast of Honshu, Japan",earthquake,,61.5,,9,reviewed,us,us
2011-03-11T22:15:02.560Z,36.949,142.276,49.5,4.2,mb,36,99.2,,0.33,us,usp000hw4c,2014-11-07T01:43:59.676Z,"off the east coast of Honshu, Japan",earthquake,,8.3,,16,reviewed,us,us
2011-03-11T22:14:37.770Z,36.431,141.373,56.2,4.2,mb,28,138.3,,0.56,us,usp000hw4b,2014-11-07T01:43:59.673Z,"near the east coast of Honshu, Japan",earthquake,,9.8,,13,reviewed,us,us
2011-03-11T22:14:04.760Z,36.998,138.593,13.2,4.4,mb,44,124.1,,0.63,us,usp000hw4a,2014-11-07T01:43:59.670Z,"eastern Honshu, Japan",earthquake,,6.2,,12,reviewed,us,us
2011-03-11T22:11:57.880Z,40.786,143.655,14.9,4.5,mb,45,105.7,,0.66,us,usp000hw49,2014-11-07T01:43:59.666Z,"off the east coast of Honshu, Japan",earthquake,,13.8,,6,reviewed,us,us
2011-03-11T22:08:13.220Z,40.219,142.244,41.5,4.8,mb,39,167,,1.33,us,usp000hw48,2014-11-07T01:43:59.662Z,"near the east coast of Honshu, Japan",earthquake,,9.9,,33,reviewed,us,us
2011-03-11T22:08:02.260Z,39.225,143.343,24.1,4.4,mb,62,89.8,,0.77,us,usp000hw47,2014-11-07T01:43:59.657Z,"off the east coast of Honshu, Japan",earthquake,,12.7,,19,reviewed,us,us
2011-03-11T22:06:45.220Z,37.382,143.379,35,4.2,mb,26,127.5,,1.19,us,usp000hw46,2014-11-07T01:43:59.655Z,"off the east coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2011-03-11T22:04:13.140Z,38.282,142.251,69.2,5.4,mb,34,65.9,,0.85,us,usp000hw45,2014-11-07T01:43:59.652Z,"near the east coast of Honshu, Japan",earthquake,,15.4,,5,reviewed,us,us
2011-03-11T22:01:30.840Z,37.789,143.044,35,4.2,mb,34,107.5,,0.57,us,usp000hw44,2014-11-07T01:43:59.649Z,"off the east coast of Honshu, Japan",earthquake,,,,15,reviewed,us,us
2011-03-11T21:59:28.630Z,38.574,141.314,53.1,4.2,mb,23,126.2,,0.97,us,usp000hw42,2014-11-07T01:43:59.645Z,"near the east coast of Honshu, Japan",earthquake,,11.4,,9,reviewed,us,us
2011-03-11T21:59:04.760Z,39.02,144.538,35,4.2,mb,20,209.6,,0.59,us,usp000hw41,2014-11-07T01:43:59.643Z,"off the east coast of Honshu, Japan",earthquake,,,,8,reviewed,us,us
2011-03-11T21:57:57.260Z,36.798,143.477,35,4.1,mb,29,128.1,,0.68,us,usp000hw40,2014-11-07T01:43:59.641Z,"off the east coast of Honshu, Japan",earthquake,,,,15,reviewed,us,us
2011-03-11T21:56:33.860Z,37.812,143.783,16.8,4.3,mb,63,90.9,,0.83,us,usp000hw3z,2014-11-07T01:43:59.636Z,"off the east coast of Honshu, Japan",earthquake,,17.2,,28,reviewed,us,us
2011-03-11T21:55:26.710Z,37.22,142.801,42.2,4.1,mb,20,142.9,,0.97,us,usp000hw3y,2014-11-07T01:43:59.634Z,"off the east coast of Honshu, Japan",earthquake,,15.8,,13,reviewed,us,us
2011-03-11T21:54:39.330Z,36.676,141.076,55.2,4.4,mb,38,90.8,,0.52,us,usp000hw3x,2014-11-07T01:43:59.631Z,"near the east coast of Honshu, Japan",earthquake,,8.6,,15,reviewed,us,us
2011-03-11T21:51:55.320Z,36.453,141.307,54.2,4.3,mb,30,119.5,,1.09,us,usp000hw3w,2014-11-07T01:43:59.628Z,"near the east coast of Honshu, Japan",earthquake,,14.5,,8,reviewed,us,us
2011-03-11T21:48:42.220Z,35.756,140.841,22.4,4.2,mb,42,118.7,,0.76,us,usp000hw3v,2014-11-07T01:43:59.624Z,"near the east coast of Honshu, Japan",earthquake,,22.3,,20,reviewed,us,us
2011-03-11T21:47:40.680Z,38.716,143.448,35,4.5,mb,27,144.4,,1.14,us,usp000hw3u,2014-11-07T01:43:59.621Z,"off the east coast of Honshu, Japan",earthquake,,,,12,reviewed,us,us
2011-03-11T21:47:26.390Z,38.912,144.668,22.2,4.4,mb,64,126.3,,0.71,us,usp000hw3t,2014-11-07T01:43:59.615Z,"off the east coast of Honshu, Japan",earthquake,,12.4,,33,reviewed,us,us
2011-03-11T21:47:07.310Z,38.271,144.769,35,4.5,mb,64,125.2,,0.65,us,usp000hw3s,2014-11-07T01:43:59.610Z,"off the east coast of Honshu, Japan",earthquake,,,,36,reviewed,us,us
2011-03-11T21:45:43.360Z,39.282,143.292,40.2,4.2,mb,23,183.8,,0.47,us,usp000hw3r,2014-11-07T01:43:59.608Z,"off the east coast of Honshu, Japan",earthquake,,13.8,,7,reviewed,us,us
2011-03-11T21:45:21.960Z,39.541,143.242,42.4,4.3,mb,38,136.1,,0.97,us,usp000hw3q,2014-11-07T01:43:59.604Z,"off the east coast of Honshu, Japan",earthquake,,13.8,,14,reviewed,us,us
2011-03-11T21:42:00.060Z,37.255,142.302,28.2,5.2,mb,282,65.8,,0.9,us,usp000hw3p,2014-11-07T01:43:59.576Z,"off the east coast of Honshu, Japan",earthquake,,8.7,,173,reviewed,us,us
2011-03-11T21:38:06.800Z,38.538,144.698,35,4.2,mb,24,136.1,,0.64,us,usp000hw3m,2014-11-07T01:43:59.554Z,"off the east coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2011-03-11T21:34:21.780Z,37.386,141.296,14.8,4.9,mb,135,116.6,,0.96,us,usp000hw3k,2014-11-07T01:43:59.545Z,"near the east coast of Honshu, Japan",earthquake,,14.2,,78,reviewed,us,us
2011-03-11T21:32:14.450Z,39.6,143.166,62.5,4.2,mb,43,84.3,,0.41,us,usp000hw3j,2014-11-07T01:43:59.541Z,"off the east coast of Honshu, Japan",earthquake,,8.6,,26,reviewed,us,us
2011-03-11T21:31:16.440Z,38.974,142.666,35.3,4.3,mb,34,65.2,,0.52,us,usp000hw3h,2014-11-07T01:43:59.538Z,"near the east coast of Honshu, Japan",earthquake,,11,,17,reviewed,us,us
2011-03-11T21:30:36.840Z,37.377,142.456,33.4,4.2,mb,46,73,,0.71,us,usp000hw3g,2014-11-07T01:43:59.535Z,"off the east coast of Honshu, Japan",earthquake,,16.1,,8,reviewed,us,us
2011-03-11T21:29:30.730Z,39.128,142.299,49.2,4.3,mb,32,134.6,,0.62,us,usp000hw3f,2014-11-07T01:43:59.532Z,"near the east coast of Honshu, Japan",earthquake,,9.1,,9,reviewed,us,us
2011-03-11T21:24:47.100Z,38.518,141.991,36.8,4,mb,34,97.9,,0.91,us,usp000hw3e,2014-11-07T01:43:59.529Z,"near the east coast of Honshu, Japan",earthquake,,10.3,,17,reviewed,us,us
2011-03-11T21:21:40.580Z,39.457,142.616,68.2,4.2,mb,42,134.7,,0.71,us,usp000hw3d,2014-11-07T01:43:59.526Z,"near the east coast of Honshu, Japan",earthquake,,7.7,,18,reviewed,us,us
2011-03-11T21:20:02.340Z,37.629,144.359,35,4.2,mb,20,136.2,,0.73,us,usp000hw3c,2014-11-07T01:43:59.524Z,"off the east coast of Honshu, Japan",earthquake,,,,12,reviewed,us,us
2011-03-11T21:16:23.410Z,35.671,140.901,21.1,4.2,mb,49,111.6,,0.41,us,usp000hw3b,2014-11-07T01:43:59.520Z,"near the east coast of Honshu, Japan",earthquake,,10.4,,24,reviewed,us,us
2011-03-11T21:15:07.400Z,37.149,143.141,35,4.4,mb,18,133.3,,1.58,us,usp000hw3a,2014-11-07T01:43:59.517Z,"off the east coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2011-03-11T21:13:58.450Z,36.656,142.285,47.1,4.1,mb,50,99.4,,0.77,us,usp000hw39,2014-11-07T01:43:59.514Z,"off the east coast of Honshu, Japan",earthquake,,10.2,,23,reviewed,us,us
2011-03-11T21:13:38.180Z,36.4,142.178,19.1,4.1,mb,22,111.8,,0.74,us,usp000hw38,2014-11-07T01:43:59.511Z,"off the east coast of Honshu, Japan",earthquake,,23.7,,10,reviewed,us,us
2011-03-11T21:11:27.410Z,38.883,142.729,35,4.2,mb,30,104.6,,0.4,us,usp000hw37,2014-11-07T01:43:59.509Z,"near the east coast of Honshu, Japan",earthquake,,,,13,reviewed,us,us
2011-03-11T21:10:29.540Z,38.611,144.724,35,4.2,mb,8,155.4,,1.15,us,usp000hw36,2014-11-07T01:43:59.507Z,"off the east coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2011-03-11T21:09:24.520Z,36.983,141.433,43.3,4.2,mb,13,134.3,,0.73,us,usp000hw35,2014-11-07T01:43:59.506Z,"near the east coast of Honshu, Japan",earthquake,,17.3,,1,reviewed,us,us
2011-03-11T21:09:15.970Z,37.189,143.383,35,4.4,mb,22,237.1,,0.88,us,usp000hw34,2014-11-07T01:43:59.504Z,"off the east coast of Honshu, Japan",earthquake,,,,9,reviewed,us,us
2011-03-11T21:08:57.140Z,37.21,143.603,42.6,4.1,mb,42,123,,0.91,us,usp000hw33,2014-11-07T01:43:59.500Z,"off the east coast of Honshu, Japan",earthquake,,11.2,,18,reviewed,us,us
2011-03-11T21:03:35.010Z,37.829,142.911,39.3,5,mb,65,49.6,,0.76,us,usp000hw32,2014-11-07T01:43:59.495Z,"off the east coast of Honshu, Japan",earthquake,,8.7,,9,reviewed,us,us
2011-03-11T21:00:43.950Z,38.998,142.478,16.6,5.4,mb,245,53.1,,0.88,us,usp000hw31,2014-11-07T01:43:59.471Z,"near the east coast of Honshu, Japan",earthquake,,4.3,,182,reviewed,us,us
2011-03-11T20:58:46.440Z,38.553,143.26,10,4.9,mb,25,127.1,,0.86,us,usp000hw30,2014-11-07T01:43:59.469Z,"off the east coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2011-03-11T20:54:51.390Z,38.666,144.254,28.8,4.8,mb,38,121.5,,0.94,us,usp000hw2z,2014-11-07T01:43:59.465Z,"off the east coast of Honshu, Japan",earthquake,,17.9,,7,reviewed,us,us
2011-03-11T20:54:09.100Z,38.992,142.96,11.3,4.5,mb,29,127.9,,0.97,us,usp000hw2y,2014-11-07T01:43:59.462Z,"near the east coast of Honshu, Japan",earthquake,,22.4,,3,reviewed,us,us
2011-03-11T20:51:21.340Z,38.964,144.451,10,4.9,mb,48,80.6,,0.76,us,usp000hw2x,2014-11-07T01:43:59.458Z,"off the east coast of Honshu, Japan",earthquake,,,,10,reviewed,us,us
2011-03-11T20:50:07.010Z,37.199,142.613,36,4.7,mb,34,128.3,,1.37,us,usp000hw2w,2014-11-07T01:43:59.455Z,"off the east coast of Honshu, Japan",earthquake,,13.9,,4,reviewed,us,us
2011-03-11T20:46:59.300Z,39.167,143.002,35.6,5,mb,40,135,,0.71,us,usp000hw2v,2014-11-07T01:43:59.452Z,"off the east coast of Honshu, Japan",earthquake,,8.7,,12,reviewed,us,us
2011-03-11T20:46:09.020Z,39.135,142.568,43.7,4.9,mb,21,134.8,,0.59,us,usp000hw2u,2014-11-07T01:43:59.449Z,"near the east coast of Honshu, Japan",earthquake,,16.6,,5,reviewed,us,us
2011-03-11T20:45:15.810Z,36.491,142.081,42.3,4.8,mb,38,118.4,,0.93,us,usp000hw2t,2014-11-07T01:43:59.446Z,"off the east coast of Honshu, Japan",earthquake,,9.7,,7,reviewed,us,us
2011-03-11T20:43:39.390Z,38.279,142.363,35,4.9,mb,21,146,,0.89,us,usp000hw2s,2014-11-07T01:43:59.444Z,"near the east coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2011-03-11T20:42:38.600Z,38.275,142.257,10,5,mb,41,121.3,,0.74,us,usp000hw2r,2014-11-07T01:43:59.429Z,"near the east coast of Honshu, Japan",earthquake,,,,9,reviewed,us,us
2011-03-11T20:41:24.280Z,37.662,143.713,24.2,5.1,mb,108,53.1,,1.07,us,usp000hw2q,2014-11-07T01:43:59.421Z,"off the east coast of Honshu, Japan",earthquake,,4.3,,43,reviewed,us,us
2011-03-11T20:41:05.240Z,37.671,142.624,10,4.6,mb,24,127.1,,1.06,us,usp000hw2p,2014-11-07T01:43:59.419Z,"off the east coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2011-03-11T20:36:10.270Z,37.829,142.828,25.8,5.5,mb,308,28.6,,0.86,us,usp000hw2n,2014-11-07T01:43:59.397Z,"off the east coast of Honshu, Japan",earthquake,,8.7,,209,reviewed,us,us
2011-03-11T20:34:41.990Z,36.997,141.118,36.6,5.1,mb,225,49.1,,1.36,us,usp000hw2m,2014-11-07T01:43:59.381Z,"near the east coast of Honshu, Japan",earthquake,,2,,110,reviewed,us,us
2011-03-11T20:33:27.260Z,37.694,143.004,37.3,4.6,mb,41,120.6,,0.82,us,usp000hw2k,2014-11-07T01:43:59.378Z,"off the east coast of Honshu, Japan",earthquake,,9.3,,8,reviewed,us,us
2011-03-11T20:30:37.770Z,37.533,143.86,35,4.8,mb,22,143.6,,0.93,us,usp000hw2j,2014-11-07T01:43:59.375Z,"off the east coast of Honshu, Japan",earthquake,,,,6,reviewed,us,us
2011-03-11T20:26:16.730Z,37.678,143.34,6.2,5.4,mb,108,113.8,,0.88,us,usp000hw2h,2014-11-07T01:43:59.367Z,"off the east coast of Honshu, Japan",earthquake,,16.9,,69,reviewed,us,us
2011-03-11T20:25:24.270Z,36.898,141.967,59.2,5.2,mb,28,122.5,,1.06,us,usp000hw2g,2014-11-07T01:43:59.365Z,"near the east coast of Honshu, Japan",earthquake,,13.5,,6,reviewed,us,us
2011-03-11T20:23:41.280Z,35.814,141.605,8.1,5.7,ms,339,30,,0.81,us,usp000hw2f,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,10.1,,1,reviewed,us,us
2011-03-11T20:22:52.360Z,37.615,143.469,22.4,4.9,mb,29,128.7,,1.26,us,usp000hw2e,2014-11-07T01:43:59.335Z,"off the east coast of Honshu, Japan",earthquake,,30.4,,7,reviewed,us,us
2011-03-11T20:22:42.410Z,38.561,141.896,63.2,4.7,mb,49,120.5,,0.99,us,usp000hw2d,2014-11-07T01:43:59.253Z,"near the east coast of Honshu, Japan",earthquake,,7.1,,16,reviewed,us,us
2011-03-11T20:17:12.340Z,37.364,142.583,30.9,4.9,mb,27,128.5,,1.3,us,usp000hw2c,2014-11-07T01:43:59.250Z,"off the east coast of Honshu, Japan",earthquake,,25.9,,7,reviewed,us,us
2011-03-11T20:15:18.220Z,38.385,144.859,10,5,mb,25,129.7,,1.01,us,usp000hw2b,2014-11-07T01:43:59.246Z,"off the east coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2011-03-11T20:11:24.060Z,39.005,142.633,17.4,6.1,mwc,487,31.5,,0.82,us,usp000hw29,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,9.2,,,reviewed,us,gcmt
2011-03-11T20:09:46.860Z,35.177,143.334,35,4.4,mb,10,158.7,,1.05,us,usp000hw28,2014-11-07T01:43:59.164Z,"off the east coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2011-03-11T20:08:31.560Z,40.576,139.13,12.2,4.9,mb,47,121.8,,0.74,us,usp000hw27,2014-11-07T01:43:59.160Z,"near the west coast of Honshu, Japan",earthquake,,13.9,,11,reviewed,us,us
2011-03-11T20:07:02.150Z,37.674,142.707,35,4.3,mb,13,156.6,,1.12,us,usp000hw26,2014-11-07T01:43:59.158Z,"off the east coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2011-03-11T20:06:59.600Z,38.747,142.453,20.9,4.4,mb,21,184.1,,1.15,us,usp000hw25,2014-11-07T01:43:59.156Z,"near the east coast of Honshu, Japan",earthquake,,28.1,,4,reviewed,us,us
2011-03-11T20:05:50.240Z,36.959,143.331,10,4.5,mb,24,135.2,,1.09,us,usp000hw24,2014-11-07T01:43:59.152Z,"off the east coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2011-03-11T20:01:34.240Z,37.992,143.984,35.5,4.8,mb,47,127.6,,0.94,us,usp000hw23,2014-11-07T01:43:59.145Z,"off the east coast of Honshu, Japan",earthquake,,8.5,,6,reviewed,us,us
2011-03-11T19:58:52.090Z,36.185,141.001,55.8,4.9,mb,45,127.3,,1.12,us,usp000hw22,2014-11-07T01:43:59.112Z,"near the east coast of Honshu, Japan",earthquake,,10.1,,12,reviewed,us,us
2011-03-11T19:56:01.700Z,38.895,144.356,7,5,mb,36,135.8,,0.78,us,usp000hw21,2014-11-07T01:43:59.108Z,"off the east coast of Honshu, Japan",earthquake,,19.1,,7,reviewed,us,us
2011-03-11T19:52:46.170Z,35.981,141.286,4,4.9,mb,30,95.7,,0.95,us,usp000hw20,2014-11-07T01:43:59.106Z,"near the east coast of Honshu, Japan",earthquake,,21.5,,3,reviewed,us,us
2011-03-11T19:46:50.880Z,40.483,139.055,10,6.2,mwc,442,64.1,,1.08,us,usp000hw1y,2015-05-13T18:53:59.000Z,"near the west coast of Honshu, Japan",earthquake,,,,,reviewed,us,gcmt
2011-03-11T19:45:21.780Z,37.562,141.578,11.8,5.2,mb,238,69.7,,0.89,us,usp000hw1x,2014-11-07T01:43:59.046Z,"near the east coast of Honshu, Japan",earthquake,,12,,158,reviewed,us,us
2011-03-11T19:44:27.680Z,36.785,138.804,5.6,4.6,mb,16,115.1,,1.56,us,usp000hw1w,2014-11-07T01:43:59.045Z,"eastern Honshu, Japan",earthquake,,17.9,,2,reviewed,us,us
2011-03-11T19:43:26.180Z,35.957,141.733,10,4.5,mb,14,148.3,,1.23,us,usp000hw1u,2014-11-07T01:43:59.040Z,"near the east coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2011-03-11T19:40:11.640Z,37.436,143.558,35,5,mb,50,74,,0.84,us,usp000hw1t,2014-11-07T01:43:59.036Z,"off the east coast of Honshu, Japan",earthquake,,,,20,reviewed,us,us
2011-03-11T19:39:59.920Z,39.385,143.205,39.2,4.7,mb,26,178.8,,0.58,us,usp000hw1s,2014-11-07T01:43:59.033Z,"off the east coast of Honshu, Japan",earthquake,,14.8,,9,reviewed,us,us
2011-03-11T19:39:33.300Z,39.347,143.199,35,4.7,mb,22,136.2,,1.24,us,usp000hw1r,2014-11-07T01:43:59.031Z,"off the east coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2011-03-11T19:35:11.840Z,38.579,143.213,35,4.7,mb,35,135.3,,1.09,us,usp000hw1q,2014-11-07T01:43:59.028Z,"off the east coast of Honshu, Japan",earthquake,,,,8,reviewed,us,us
2011-03-11T19:32:15.840Z,37.111,142.44,35,5.2,mb,23,128.2,,0.84,us,usp000hw1p,2014-11-07T01:43:59.026Z,"off the east coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2011-03-11T19:31:56.250Z,36.943,138.3,12.4,5.7,ms,336,50,,0.82,us,usp000hw1n,2020-04-18T00:27:21.490Z,"eastern Honshu, Japan",earthquake,,4.5,,1,reviewed,us,us
2011-03-11T19:30:28.510Z,35.923,141.902,35,4.8,mb,41,116.7,,0.86,us,usp000hw1m,2014-11-07T01:43:58.999Z,"near the east coast of Honshu, Japan",earthquake,,,,6,reviewed,us,us
2011-03-11T19:30:08.980Z,37.059,142.983,10,5,mb,27,130.8,,0.92,us,usp000hw1k,2014-11-07T01:43:58.996Z,"off the east coast of Honshu, Japan",earthquake,,,,7,reviewed,us,us
2011-03-11T19:24:24.510Z,35.685,140.658,2.2,5.5,mb,419,28.8,,1.02,us,usp000hw1j,2020-04-18T00:27:19.198Z,"near the east coast of Honshu, Japan",earthquake,,8.1,,275,reviewed,us,us
2011-03-11T19:23:26.800Z,37.726,141.824,10,4.3,mb,25,129.1,,1.07,us,usp000hw1h,2014-11-07T01:43:58.965Z,"near the east coast of Honshu, Japan",earthquake,,,,6,reviewed,us,us
2011-03-11T19:22:11.440Z,37.008,144.353,35,4.7,mb,11,136.7,,1.55,us,usp000hw1g,2014-11-07T01:43:58.963Z,"off the east coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2011-03-11T19:21:34.400Z,38.537,143.743,35,4.6,mb,14,135.6,,1.08,us,usp000hw1f,2014-11-07T01:43:58.961Z,"off the east coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2011-03-11T19:20:49.680Z,36.815,142.328,36.6,4.4,mb,16,156.6,,1.22,us,usp000hw1e,2014-11-07T01:43:58.959Z,"off the east coast of Honshu, Japan",earthquake,,24.4,,4,reviewed,us,us
2011-03-11T19:18:33.330Z,38.759,144.379,27.2,4.4,mb,29,136.6,,0.9,us,usp000hw1d,2014-11-07T01:43:58.957Z,"off the east coast of Honshu, Japan",earthquake,,26.9,,7,reviewed,us,us
2011-03-11T19:12:32.500Z,36.839,143.759,35,4.5,mb,12,136.2,,1.65,us,usp000hw1c,2014-11-07T01:43:58.955Z,"off the east coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2011-03-11T19:10:52.320Z,38.163,144.015,35,5,mb,24,135.9,,1.46,us,usp000hw1b,2014-11-07T01:43:58.953Z,"off the east coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2011-03-11T19:08:38.730Z,36.264,140.884,9.1,5.5,mb,88,62.9,,1.02,us,usp000hw1a,2020-04-18T00:27:16.896Z,"near the east coast of Honshu, Japan",earthquake,,14.3,,17,reviewed,us,us
2011-03-11T19:02:59.170Z,39.342,142.872,27.1,6,mwb,408,13.8,,0.93,us,usp000hw19,2015-05-13T18:53:59.000Z,"near the east coast of Honshu, Japan",earthquake,,2.4,,,reviewed,us,us
2011-03-11T18:59:16.540Z,37.014,138.376,9.3,6.2,mwb,478,17.6,,1.29,us,usp000hw18,2020-04-18T00:27:14.663Z,"near the west coast of Honshu, Japan",earthquake,,4.7,,,reviewed,us,us
2011-03-11T18:58:16.320Z,36.128,141.794,31.9,4.5,mb,26,127.2,,0.73,us,usp000hw17,2014-11-07T01:43:58.832Z,"near the east coast of Honshu, Japan",earthquake,,22.6,,1,reviewed,us,us
2011-03-11T18:55:11.360Z,35.8,141.741,4.1,5,mb,148,60,,1.22,us,usp000hw16,2014-11-07T01:43:58.821Z,"near the east coast of Honshu, Japan",earthquake,,17.4,,80,reviewed,us,us
2011-03-11T18:53:52.370Z,38.343,140.654,10,4.4,mb,20,154.7,,1.48,us,usp000hw15,2014-11-07T01:43:58.818Z,"eastern Honshu, Japan",earthquake,,,,3,reviewed,us,us
2011-03-11T18:51:43.000Z,36.684,142.627,35,4.3,mb,24,135.6,,0.81,us,usp000hw14,2014-11-07T01:43:58.816Z,"off the east coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2011-03-11T18:48:14.900Z,35.978,141.85,35,4.6,mb,15,126.9,,1.02,us,usp000hw13,2014-11-07T01:43:58.814Z,"near the east coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2011-03-11T18:45:26.510Z,36.129,141.241,16.2,5.1,mb,51,121.8,,1.07,us,usp000hw12,2014-11-07T01:43:58.810Z,"near the east coast of Honshu, Japan",earthquake,,24.5,,13,reviewed,us,us
2011-03-11T18:44:09.200Z,36.832,141.024,54.2,5,mb,220,49.4,,0.98,us,usp000hw11,2014-11-07T01:43:58.795Z,"near the east coast of Honshu, Japan",earthquake,,5.4,,133,reviewed,us,us
2011-03-11T18:43:02.930Z,39.188,143.255,38.9,5,mb,104,135.1,,0.91,us,usp000hw10,2014-11-07T01:43:58.787Z,"off the east coast of Honshu, Japan",earthquake,,5.7,,59,reviewed,us,us
2011-03-11T18:39:39.030Z,37.964,143.002,35.5,4.8,mb,123,74.6,,0.94,us,usp000hw0z,2014-11-07T01:43:58.777Z,"off the east coast of Honshu, Japan",earthquake,,7.3,,63,reviewed,us,us
2011-03-11T18:38:55.140Z,39.384,142.807,10,4.4,mb,31,134.9,,1.45,us,usp000hw0y,2014-11-07T01:43:58.775Z,"near the east coast of Honshu, Japan",earthquake,,,,9,reviewed,us,us
2011-03-11T18:34:13.780Z,37.028,144.707,10,4.8,mb,54,119.4,,0.99,us,usp000hw0x,2014-11-07T01:43:58.770Z,"off the east coast of Honshu, Japan",earthquake,,,,18,reviewed,us,us
